lhx,lhy,lhz,rhx,rhy,rhz,hx,hy,hz,sx,sy,sz,lwx,lwy,lwz,rwx,rwy,rwz,timestamp,phase
5.517615,4.146216,1.509845,5.515492,4.113949,1.507134,5.38849,1.733687,1.721304,5.551577,4.225487,1.738579,5.429881,4.163523,1.519516,5.48116,4.147756,1.525044,5719077,Rest
5.533123,4.143245,1.508335,5.51518,4.113828,1.507124,5.39302,1.735432,1.721174,5.558877,4.226036,1.738418,5.431185,4.16329,1.519848,5.486701,4.146416,1.525598,5719093,Rest
5.541604,4.138183,1.50747,5.519829,4.112383,1.506979,5.395057,1.736775,1.720961,5.565107,4.226185,1.73832,5.430532,4.161959,1.520882,5.490632,4.143959,1.524695,5719155,Rest
5.546218,4.136436,1.507125,5.527413,4.108348,1.506786,5.399128,1.738364,1.720642,5.571808,4.226352,1.738194,5.588029,4.096963,1.511966,5.493374,4.143735,1.524731,5719186,Rest
5.564369,4.134479,1.506663,5.530046,4.102993,1.506748,5.404464,1.738427,1.720538,5.576168,4.22671,1.738148,5.310819,4.136795,1.556304,5.499759,4.142473,1.524219,5719218,Rest
5.570671,4.131093,1.506483,5.548873,4.089865,1.505775,5.411261,1.738636,1.720397,5.579484,4.22813,1.738061,5.59127,4.09113,1.511667,5.503798,4.136867,1.523164,5719249,Rest
5.574577,4.129445,1.506395,5.550414,4.089305,1.505781,5.415906,1.738214,1.720173,5.582545,4.228671,1.737966,5.317386,4.133434,1.556773,5.50244,4.135452,1.522972,5719280,Rest
5.577424,4.125834,1.505712,5.558591,4.085036,1.505197,5.419191,1.738564,1.720028,5.585008,4.230439,1.737889,5.524673,4.100444,1.522725,5.501147,4.13456,1.522725,5719311,Rest
5.574505,4.118169,1.505722,5.559156,4.080489,1.505331,5.424362,1.738986,1.7198,5.585648,4.230333,1.737874,5.474108,4.105835,1.524404,5.502446,4.133542,1.522828,5719342,Rest
5.572426,4.114535,1.506059,5.567987,4.081167,1.504884,5.431558,1.738831,1.719251,5.586325,4.230283,1.737854,5.474642,4.103803,1.524308,5.502386,4.132514,1.523033,5719374,Rest
5.57337,4.111267,1.506329,5.574571,4.080083,1.504578,5.4378,1.737993,1.719061,5.586185,4.230308,1.737845,5.517384,4.082037,1.519806,5.504709,4.131166,1.523022,5719405,Rest
5.571958,4.10845,1.506469,5.578723,4.080031,1.504306,5.442653,1.738042,1.718882,5.585977,4.230375,1.737839,5.501153,4.084707,1.521051,5.509229,4.129609,1.522782,5719436,Rest
5.570949,4.105433,1.506216,5.582899,4.078566,1.503465,5.446351,1.737143,1.718929,5.585145,4.229444,1.737838,5.487003,4.085272,1.521909,5.510675,4.129131,1.522709,5719467,Rest
5.568986,4.101,1.505971,5.589867,4.077794,1.502919,5.446987,1.736829,1.718902,5.582356,4.228128,1.737853,5.486684,4.085956,1.52193,5.510102,4.127404,1.522468,5719498,Rest
5.568368,4.099721,1.505246,5.589024,4.077471,1.502767,5.447463,1.73577,1.718898,5.578484,4.226068,1.737887,5.485644,4.087115,1.521544,5.499804,4.127129,1.522892,5719530,Rest
5.565417,4.09886,1.505233,5.574958,4.075431,1.502454,5.448899,1.733619,1.719084,5.573956,4.224817,1.737901,5.472001,4.088049,1.521762,5.502542,4.131321,1.52314,5719592,Rest
5.526433,4.079031,1.50494,5.156611,4.06004,1.460662,5.456746,1.701629,1.720551,5.534309,4.206785,1.73895,5.428301,4.072991,1.520683,5.506604,4.079265,1.517852,5719701,Rest
5.511738,4.070378,1.505082,5.117219,4.044742,1.460539,5.456458,1.690986,1.720358,5.517466,4.19873,1.739751,5.410597,4.069201,1.520662,5.474492,4.065728,1.518027,5719717,Rest
5.504373,4.06902,1.505513,5.103128,4.047162,1.461352,5.456098,1.683516,1.720365,5.503316,4.19276,1.740261,5.404691,4.066489,1.520275,5.459702,4.065095,1.518984,5719764,Rest
5.49534,4.068493,1.505848,4.888987,3.938772,1.502038,5.45498,1.677706,1.720605,5.488937,4.188289,1.741148,5.403749,4.065283,1.52025,5.294437,3.98172,1.54994,5719795,Rest
5.487583,4.067906,1.505998,5.048177,4.084129,1.464172,5.448668,1.672295,1.721549,5.474972,4.185406,1.741894,5.40385,4.065202,1.520237,5.403316,4.101884,1.521326,5719826,Rest
5.465235,4.071686,1.506736,5.059512,4.082421,1.463127,5.441815,1.666428,1.722272,5.452285,4.183734,1.743185,5.396479,4.061235,1.519698,5.4066,4.098505,1.521121,5719857,Rest
5.461727,4.071301,1.506917,5.068037,4.087016,1.461289,5.429351,1.661023,1.722511,5.430837,4.179606,1.743838,5.398838,4.061624,1.519806,5.407284,4.097086,1.521156,5719904,Rest
5.446192,4.067549,1.506876,5.073935,4.084508,1.460828,5.420398,1.656675,1.722998,5.413988,4.177499,1.744393,5.457112,4.007815,1.537014,5.40796,4.093781,1.521475,5719951,Rest
5.434534,4.058572,1.507372,5.076099,4.058568,1.459452,5.405479,1.650553,1.72377,5.386213,4.171098,1.745526,5.444482,3.998653,1.537328,5.403073,4.081948,1.520271,5719982,Rest
5.421008,4.05339,1.508202,5.090946,4.049835,1.460558,5.370696,1.644447,1.726538,5.365417,4.166437,1.746407,5.433103,3.990825,1.537275,5.409509,4.077644,1.520997,5720013,Rest
5.40531,4.034086,1.50855,5.070198,3.996566,1.454317,5.351348,1.639529,1.728568,5.343434,4.167892,1.747232,5.406249,3.97921,1.537362,5.386777,4.030849,1.516775,5720044,Rest
5.379021,4.022027,1.510241,5.023553,3.987149,1.456118,5.328389,1.63794,1.730615,5.302027,4.170371,1.748834,5.384943,3.979163,1.536257,5.34633,4.016002,1.521472,5720107,Rest
5.36465,4.021127,1.511352,5.042132,3.983579,1.455116,5.313866,1.63798,1.730995,5.284324,4.171112,1.750031,5.369186,3.980532,1.53788,5.358641,4.014009,1.521806,5720200,Rest
5.334916,4.021636,1.513156,4.963528,3.983947,1.453864,5.285223,1.632139,1.733733,5.245667,4.17042,1.751817,5.340412,3.981896,1.540309,5.288158,4.009114,1.520713,5720216,Rest
5.318324,4.021907,1.513793,4.944806,3.992085,1.454656,5.270851,1.630721,1.735283,5.229784,4.169017,1.752179,5.329552,3.984753,1.540967,5.271305,4.013921,1.521516,5720247,Rest
5.296785,4.02386,1.514649,4.915256,3.98802,1.454966,5.253557,1.628697,1.736897,5.213814,4.162202,1.752923,5.317179,3.988048,1.540092,5.245958,4.010626,1.522286,5720278,Rest
5.281306,4.022551,1.514633,4.928342,3.991245,1.457383,5.235219,1.628399,1.738236,5.196647,4.159624,1.753522,5.080831,4.03246,1.531553,5.254258,4.011476,1.525652,5720310,Rest
5.263657,4.022985,1.51432,4.927248,3.994477,1.455999,5.210289,1.628368,1.739733,5.178794,4.162316,1.753808,5.079596,4.031206,1.53146,5.25096,4.013285,1.524693,5720341,Rest
5.249385,4.027267,1.514113,4.914654,3.967322,1.447753,5.183554,1.624897,1.74109,5.164326,4.161191,1.754544,5.08512,4.033807,1.531551,5.232209,3.995901,1.517432,5720372,Rest
5.22248,4.022552,1.513632,4.920261,3.970621,1.447958,5.167856,1.621493,1.742101,5.145839,4.154446,1.755358,5.083472,4.031691,1.530634,5.230154,3.997661,1.517071,5720403,Rest
5.204567,4.021067,1.513759,4.90773,3.9776,1.445429,5.15477,1.621971,1.743141,5.127909,4.155616,1.755914,5.075879,4.032847,1.531099,5.217606,3.996211,1.516607,5720434,Rest
5.188715,4.016884,1.514153,4.922573,3.989344,1.446825,5.132808,1.620841,1.743211,5.10822,4.153434,1.756356,5.160275,3.975805,1.53917,5.225499,4.003217,1.519224,5720466,Rest
5.163905,4.009142,1.515453,4.868665,4.010063,1.455355,5.118403,1.620237,1.743007,5.095565,4.153955,1.756747,5.137823,3.973819,1.542064,5.182064,4.021036,1.52596,5720497,Rest
5.146826,4.00134,1.516274,4.771055,4.029935,1.474093,5.098891,1.620896,1.742468,5.082981,4.154339,1.757028,4.982875,4.0049,1.534381,5.106465,4.037137,1.54054,5720528,Rest
5.138866,3.998325,1.517278,4.792693,4.024094,1.476309,5.082729,1.621493,1.742845,5.067231,4.157681,1.757016,4.986599,4.004128,1.534499,5.121878,4.031853,1.543977,5720559,Rest
5.126889,3.994102,1.518712,4.824728,4.01456,1.473184,5.075936,1.623135,1.743427,5.051644,4.157582,1.757218,4.998004,4.004857,1.534256,5.144583,4.021855,1.542611,5720606,Rest
5.112373,3.987268,1.51958,4.969455,4.187739,1.508912,5.064268,1.62274,1.743822,5.038826,4.160172,1.757564,5.001631,4.004529,1.5342,5.227418,4.173243,1.563666,5720700,Rest
5.092873,3.981641,1.519736,4.94768,4.132044,1.488823,5.051234,1.628757,1.744765,5.016971,4.166446,1.757887,5.006792,4.00806,1.534379,5.211692,4.124437,1.549444,5720746,Rest
5.079654,3.979479,1.519164,4.955348,4.142498,1.490445,5.041513,1.630268,1.745381,5.009902,4.168283,1.758191,4.996558,4.010273,1.534889,5.217516,4.129387,1.551301,5720778,Rest
5.067548,3.976439,1.518726,4.952465,4.151446,1.486824,5.03146,1.629842,1.745462,5.001197,4.168174,1.758489,4.989952,4.012344,1.535702,5.215052,4.126497,1.550532,5720809,Rest
5.061058,3.978129,1.518966,4.945521,4.160547,1.487703,5.026117,1.629451,1.745499,4.99402,4.169147,1.758558,4.985185,4.013321,1.5359,5.211704,4.132881,1.552456,5720856,Rest
5.050181,3.978979,1.51887,4.94223,4.155204,1.487755,5.016568,1.630671,1.745432,4.98896,4.170917,1.758671,4.975209,4.018073,1.536489,5.20651,4.131308,1.552078,5720871,Rest
5.044193,3.986196,1.519389,4.89936,4.122472,1.48545,5.011537,1.632318,1.745282,4.985363,4.171759,1.758693,4.955635,4.020463,1.535656,5.172591,4.113598,1.549821,5720902,Rest
5.038442,3.992282,1.51964,4.906409,4.135365,1.484595,5.007966,1.632525,1.74519,4.9852,4.172918,1.758684,4.955731,4.02144,1.535726,5.179146,4.118321,1.550059,5720934,Rest
5.03683,3.99592,1.519731,4.907381,4.126338,1.482207,5.005094,1.633199,1.745054,4.983842,4.17427,1.758559,4.955162,4.02287,1.535755,5.179061,4.114177,1.548119,5720980,Rest
5.036882,4.002357,1.519985,4.780321,4.078779,1.470814,5.002155,1.633816,1.744872,4.983114,4.174031,1.758531,4.947907,4.025573,1.536456,5.084616,4.07796,1.539822,5721012,Rest
5.040577,4.001192,1.51984,4.800228,4.020771,1.470446,4.999137,1.634525,1.744686,4.982685,4.174122,1.758522,4.946693,4.023695,1.536385,5.104485,4.030549,1.542498,5721043,Preparation
5.099689,3.936061,1.518121,4.850948,3.908846,1.461671,4.996947,1.635484,1.744311,4.98235,4.174307,1.758417,4.950473,3.992147,1.534948,5.141487,3.953894,1.535424,5721074,Preparation
5.222631,3.772654,1.516141,4.830263,3.734989,1.458526,4.99542,1.636384,1.743996,4.983728,4.174232,1.758176,4.979523,3.864301,1.542583,5.120492,3.875068,1.523515,5721105,Preparation
5.359452,3.620908,1.515118,4.558812,3.855453,1.483758,4.994112,1.636722,1.74367,4.985853,4.173344,1.757863,4.943053,3.896708,1.534996,4.914537,3.964944,1.541681,5721136,Preparation
4.76224,3.722027,1.482776,4.583859,3.821001,1.487979,4.992861,1.636379,1.743535,4.986806,4.167464,1.757338,4.830329,3.916464,1.532385,4.938272,3.936295,1.54577,5721168,Preparation
4.764908,3.886811,1.520875,5.502521,3.406515,1.500875,4.991179,1.636668,1.743629,4.98823,4.162679,1.757003,4.69688,3.932004,1.532661,4.818362,3.906446,1.527509,5721199,Preparation
4.640281,3.931825,1.519708,5.744053,3.419758,1.482958,4.989615,1.636658,1.743538,5.002794,4.168661,1.755686,4.522946,3.958974,1.535313,5.764349,3.493953,1.499602,5721230,Preparation
4.548914,3.983261,1.51281,5.843318,3.558759,1.479167,4.990606,1.636559,1.743267,5.020401,4.185594,1.752908,4.452267,4.006171,1.531002,5.913991,3.657467,1.478072,5721261,Preparation
4.445123,4.092437,1.495949,5.907264,3.522578,1.430999,4.993251,1.635671,1.742789,5.031675,4.192458,1.751033,4.458074,4.090997,1.49109,5.978794,3.740408,1.476359,5721292,Preparation
4.262513,4.306134,1.48889,6.084088,4.023644,1.450113,4.995294,1.635941,1.742407,5.038322,4.194165,1.749816,4.283097,4.303508,1.48754,6.096679,4.049273,1.457279,5721324,Preparation
4.147037,4.482826,1.490237,6.151025,4.310526,1.430099,4.998521,1.636076,1.742154,5.044109,4.196795,1.748834,3.995142,4.248174,1.555531,6.133202,4.303731,1.454647,5721355,Preparation
4.046879,4.755325,1.468128,6.187034,4.493652,1.437947,5.002651,1.637572,1.741946,5.048958,4.20055,1.74807,3.939426,4.548276,1.512667,6.165041,4.465708,1.46352,5721386,Preparation
3.948896,4.800511,1.493094,6.19609,4.592938,1.457566,5.006135,1.639897,1.741684,5.052207,4.205693,1.747236,3.908312,4.576471,1.538775,6.177263,4.556996,1.478975,5721417,Stroke
3.876142,4.807117,1.505835,6.206658,4.601478,1.482518,5.008523,1.641848,1.741352,5.055994,4.212984,1.745887,3.893492,4.616882,1.557799,6.192166,4.577477,1.497166,5721480,Stroke
3.779938,4.637105,1.506721,6.21851,4.502452,1.513771,5.010359,1.642974,1.740521,5.058651,4.219861,1.744287,3.869099,4.52479,1.564489,6.199084,4.450347,1.543623,5721511,Stroke
3.710801,4.506889,1.526191,6.227828,4.288864,1.54592,5.016934,1.640764,1.739199,5.061419,4.22386,1.742972,3.817971,4.220493,1.546663,6.225293,4.287279,1.548764,5721558,Stroke
3.514287,4.048103,1.362877,6.432542,4.252728,1.554,5.021251,1.633523,1.736867,5.061182,4.222727,1.741454,3.602289,4.040775,1.445283,6.303777,3.958996,1.560767,5721604,Stroke
3.484845,3.640357,1.374606,6.33635,3.647819,1.608186,5.029276,1.626771,1.735157,5.06144,4.224177,1.740212,3.545446,3.712252,1.464769,6.292964,3.568572,1.574939,5721620,Stroke
3.168565,3.081031,1.544714,6.356107,3.252968,1.628034,5.034634,1.618643,1.733705,5.058752,4.220793,1.739276,3.295266,3.276781,1.596474,6.415636,3.212857,1.606065,5721698,Stroke
3.702544,2.906836,1.648005,6.409236,3.033525,1.642746,5.042113,1.613457,1.732561,5.060793,4.204781,1.738603,3.278084,3.167984,1.610233,6.476806,3.107841,1.624058,5721729,Stroke
3.740599,2.800377,1.638964,6.453491,2.891136,1.637199,5.04396,1.610506,1.732029,5.064941,4.182658,1.739298,3.712783,2.767642,1.634503,6.514297,3.039714,1.623148,5721760,Stroke
3.660449,2.778523,1.624637,6.442177,2.757663,1.612992,5.050793,1.610724,1.732198,5.069684,4.171542,1.740842,3.809958,2.492945,1.619084,6.5217,2.867716,1.60587,5721792,Stroke
3.583441,2.73229,1.562313,6.478642,2.854828,1.55676,5.05567,1.609569,1.733107,5.073132,4.162651,1.742748,3.461335,2.826462,1.563715,6.554456,2.976626,1.542987,5721838,Stroke
3.466175,2.928101,1.50045,6.484001,3.051812,1.491692,5.062387,1.609691,1.73451,5.075965,4.160613,1.744817,3.395022,3.040756,1.504339,6.529034,3.135745,1.473836,5721870,Stroke
3.39658,3.309882,1.45502,6.624444,3.310506,1.35429,5.064147,1.612743,1.735432,5.078628,4.168725,1.747491,3.330241,3.43189,1.465027,6.560802,3.485962,1.413068,5721901,Stroke
3.341711,3.830702,1.413664,6.464907,4.012032,1.415533,5.064021,1.617918,1.736247,5.079554,4.18243,1.748829,3.427442,3.843766,1.475799,6.466162,4.080771,1.445854,5721948,Stroke
3.442836,4.500458,1.509351,6.429906,4.506231,1.451035,5.065462,1.627544,1.737271,5.078298,4.216643,1.747917,3.483542,4.558456,1.529081,6.452649,4.573435,1.461212,5721979,Stroke
3.424428,4.802464,1.498573,6.426494,4.531486,1.478889,5.067604,1.638595,1.738288,5.077264,4.232418,1.74647,3.540129,4.618581,1.546246,6.547848,4.673699,1.484444,5721994,Stroke
3.471267,4.779492,1.502431,6.421687,4.433015,1.529165,5.069937,1.64184,1.738384,5.077811,4.239912,1.745052,3.598414,4.646458,1.555376,6.640572,4.479197,1.509054,5722026,Stroke
3.494986,4.597503,1.490236,6.482007,4.325167,1.504168,5.072951,1.640277,1.737717,5.078538,4.240433,1.743716,3.620804,4.484507,1.545111,6.411381,4.203522,1.562167,5722057,Stroke
3.724631,3.672862,1.634572,6.584545,3.109661,1.566666,5.073246,1.623261,1.733912,5.085252,4.235201,1.74156,3.659419,3.406744,1.571493,6.495896,3.326798,1.618076,5722088,Stroke
3.702281,2.945716,1.671197,6.558084,2.906193,1.693152,5.07192,1.619183,1.729789,5.101315,4.177449,1.740788,3.472425,3.005594,1.66296,6.571723,2.812652,1.686617,5722150,Stroke
3.703349,2.801097,1.673418,6.56539,2.689073,1.697321,5.069911,1.62092,1.728425,5.104492,4.153439,1.741678,3.619525,2.869261,1.668777,6.564114,2.725558,1.698687,5722197,Stroke
3.662832,2.809063,1.668254,6.577974,2.658883,1.693249,5.066373,1.624327,1.726989,5.105465,4.150718,1.742168,3.625374,2.77555,1.66273,6.627995,2.690465,1.682408,5722228,Stroke
3.573978,2.652078,1.641404,6.629715,2.605869,1.66381,5.059887,1.636156,1.726283,5.109801,4.153867,1.743132,3.696471,2.408384,1.662973,6.678575,2.669311,1.65927,5722275,Stroke
3.545991,2.611236,1.617763,6.689202,2.588618,1.606617,5.051793,1.659272,1.725628,5.116975,4.167786,1.745112,3.478629,2.61447,1.59575,6.720177,2.638623,1.599166,5722322,Stroke
3.4445,2.597668,1.553293,6.68616,2.636096,1.54864,5.040671,1.674832,1.724714,5.119565,4.184431,1.746947,3.398868,2.679036,1.544321,6.733325,2.682799,1.538292,5722353,Stroke
3.374579,2.694534,1.489735,6.662846,2.756639,1.47996,5.038844,1.694559,1.724274,5.118022,4.199147,1.748411,3.336375,2.830731,1.491353,6.719176,2.70356,1.448783,5722384,Stroke
3.362115,3.033054,1.433682,6.657468,3.034342,1.409699,5.034344,1.713513,1.723916,5.114866,4.208496,1.749561,3.32456,3.191174,1.444785,6.680843,3.185315,1.398188,5722416,Stroke
3.300404,3.508175,1.365298,6.642933,3.390107,1.287856,5.030587,1.737269,1.723023,5.108494,4.221479,1.750914,3.356665,3.660415,1.446168,6.598133,3.551315,1.348783,5722447,Stroke
3.380737,4.034562,1.418112,6.505091,4.089631,1.401176,5.025186,1.767327,1.72062,5.103253,4.232977,1.751615,3.410518,3.922753,1.45343,6.463223,3.990246,1.465032,5722478,Stroke
3.380916,4.352353,1.45561,6.453877,4.351652,1.389664,5.020609,1.798133,1.71653,5.098195,4.250799,1.751955,3.437238,4.420639,1.476125,6.413058,4.302123,1.431346,5722509,Stroke
3.442488,4.58366,1.495654,6.435433,4.500705,1.417185,5.019165,1.826057,1.711583,5.092741,4.259376,1.751492,3.48329,4.490148,1.501177,6.42112,4.419366,1.43866,5722540,Stroke
3.550387,4.651354,1.542956,6.44116,4.588676,1.451551,5.014782,1.844219,1.706422,5.087746,4.265123,1.749982,3.577541,4.689739,1.538764,6.405467,4.548179,1.47583,5722572,Stroke
3.524873,4.838173,1.500382,6.447583,4.545737,1.4952,5.012479,1.849531,1.700315,5.081386,4.268343,1.747432,3.598304,4.659914,1.551941,6.510954,4.518545,1.519413,5722603,Stroke
3.546346,4.682102,1.493394,6.456438,4.416655,1.527809,5.009965,1.837611,1.694862,5.078711,4.267147,1.745157,3.608077,4.54105,1.54992,6.48295,4.429723,1.514399,5722665,Stroke
3.370788,4.244261,1.512664,6.529458,4.283442,1.48416,5.011173,1.818207,1.690496,5.083968,4.261977,1.741667,3.682846,4.267158,1.527659,6.5166,4.196412,1.534171,5722696,Stroke
3.423362,3.910241,1.537646,6.799949,3.852322,1.508476,5.006532,1.794272,1.685308,5.084219,4.251467,1.737524,3.727086,3.815172,1.547083,6.699182,3.919302,1.568099,5722774,Stroke
3.712277,3.619941,1.641551,6.502513,3.647927,1.6447,5.004576,1.780619,1.682666,5.077474,4.245456,1.733879,3.679871,3.240962,1.572269,6.694317,3.562637,1.597428,5722806,Stroke
3.619439,3.189199,1.659782,6.719782,2.895602,1.597206,5.002194,1.768516,1.680966,5.07185,4.240705,1.731719,3.616784,3.071136,1.625561,6.606173,3.153596,1.63776,5722837,Stroke
3.666323,3.019086,1.662358,6.613197,2.676452,1.642323,5.004595,1.760916,1.679463,5.069414,4.204094,1.728833,3.81248,2.960632,1.661818,6.552469,2.986397,1.671165,5722868,Stroke
3.712902,2.479943,1.61646,6.517581,2.364155,1.655044,5.004943,1.760792,1.679799,5.074683,4.172704,1.728253,3.636929,2.804443,1.635885,6.571464,2.70528,1.662075,5722899,Stroke
3.446388,3.163008,1.623101,6.501119,2.326904,1.633395,5.005498,1.760198,1.679917,5.079024,4.166607,1.727828,3.62096,2.733361,1.619011,6.570541,2.634442,1.646076,5722930,Stroke
3.617636,2.659549,1.580775,6.571688,2.583424,1.606588,5.007658,1.758297,1.680567,5.083416,4.165318,1.727466,3.590049,2.669508,1.576291,6.603336,2.592265,1.590024,5722962,Stroke
3.58665,2.649301,1.534571,6.599584,2.613944,1.540952,5.010238,1.755834,1.681336,5.093202,4.171271,1.727302,3.516216,2.673232,1.523276,6.588773,2.497457,1.53072,5722993,Stroke
3.554699,2.669502,1.478012,6.564145,2.656482,1.481876,5.012635,1.762859,1.682713,5.103666,4.18683,1.727791,3.491017,2.741393,1.470043,6.572585,2.506554,1.45285,5723024,Stroke
3.534311,2.79608,1.415107,6.521958,2.768358,1.415329,5.014253,1.773477,1.683786,5.114245,4.210729,1.728399,3.461169,2.944735,1.413958,6.563612,2.710327,1.378677,5723055,Stroke
3.497356,3.136012,1.356271,6.502943,3.043414,1.351434,5.017216,1.789036,1.685268,5.117355,4.236702,1.728917,3.460943,3.268447,1.379624,6.540675,3.005265,1.314827,5723102,Stroke
3.48894,3.546394,1.339191,6.547914,3.42752,1.221158,5.020574,1.803339,1.686775,5.113992,4.259826,1.729313,3.526369,3.607927,1.361108,6.495973,3.540928,1.285891,5723180,Stroke
3.515394,3.856467,1.343254,6.37437,3.855682,1.341305,5.021547,1.813623,1.687672,5.11131,4.275874,1.729165,3.650295,3.788801,1.373232,6.263019,4.113093,1.294996,5723211,Stroke
3.544963,4.061178,1.380452,6.301677,4.013871,1.344218,5.022484,1.818621,1.687806,5.104442,4.29577,1.728193,3.642196,4.013711,1.37546,6.385547,4.280266,1.293008,5723242,Stroke
3.610155,4.164701,1.41049,6.276409,4.140408,1.364391,5.02411,1.837191,1.688896,5.098365,4.332596,1.726124,3.678041,4.122376,1.419859,6.394261,4.267909,1.298561,5723289,Stroke
3.701659,4.223773,1.459593,6.258717,4.208936,1.42117,5.027562,1.850647,1.687678,5.094361,4.33808,1.724897,3.719777,4.15263,1.462411,6.155232,4.728025,1.370256,5723320,Stroke
3.738056,4.204943,1.485785,6.284416,4.180875,1.45832,5.029176,1.850192,1.685181,5.09195,4.33669,1.723619,3.733859,4.150965,1.49122,6.281182,4.18067,1.461928,5723352,Stroke
3.741932,3.86586,1.569248,6.463115,3.726592,1.449842,5.030379,1.817402,1.681649,5.094082,4.326157,1.720113,3.761808,4.068515,1.427472,6.491203,3.855241,1.508454,5723383,Stroke
3.719652,3.653125,1.595965,6.438496,3.608611,1.580035,5.028695,1.806663,1.679299,5.096176,4.319144,1.716507,3.691978,3.831218,1.455878,6.374488,3.541151,1.555845,5723414,Stroke
3.615195,3.351317,1.380143,6.443881,3.33876,1.602913,5.027799,1.787004,1.67833,5.091696,4.302734,1.713221,3.608968,3.498847,1.465163,6.451134,3.279587,1.577371,5723445,Stroke
3.599184,3.13828,1.621816,6.537896,3.102902,1.626983,5.027359,1.779073,1.678006,5.094512,4.278788,1.711386,3.534852,3.40976,1.484795,6.56422,3.091702,1.615697,5723476,Stroke
3.513372,3.090085,1.406085,6.582399,2.86488,1.633544,5.026572,1.773604,1.677685,5.100028,4.240724,1.711436,3.522799,3.289046,1.48935,6.554139,2.813131,1.627799,5723508,Stroke
3.687988,2.772793,1.62646,6.565267,2.71156,1.630421,5.026713,1.773879,1.677735,5.099942,4.226959,1.712526,3.497558,3.211397,1.488098,6.561435,2.759006,1.62941,5723539,Stroke
3.668766,2.635075,1.620613,6.577048,2.6544,1.6222,5.026833,1.776102,1.678138,5.101473,4.214044,1.714475,3.69513,2.504792,1.614671,6.594324,2.694571,1.621217,5723570,Stroke
3.652099,2.584805,1.604607,6.586571,2.58139,1.598238,5.031992,1.77954,1.67962,5.102665,4.215491,1.715272,3.629792,2.656884,1.592708,6.596008,2.627805,1.596186,5723601,Stroke
3.643264,2.527081,1.570871,6.608366,2.559464,1.551075,5.033354,1.784692,1.682735,5.107702,4.22373,1.716652,3.638053,2.583265,1.56952,6.601046,2.563871,1.551545,5723632,Stroke
3.636796,2.491175,1.52759,6.573564,2.566797,1.501961,5.041368,1.781296,1.686493,5.109375,4.236043,1.717872,3.632866,2.570595,1.523031,6.57101,2.534782,1.491734,5723664,Stroke
3.624664,2.554869,1.476944,6.524007,2.627915,1.451625,5.045871,1.779345,1.690873,5.111948,4.266387,1.719168,3.614624,2.598535,1.464986,6.520709,2.603445,1.428376,5723695,Stroke
3.596675,2.688494,1.417233,6.468965,2.794734,1.393074,5.050232,1.791531,1.692824,5.114209,4.301957,1.720121,3.584977,2.768314,1.407292,6.484124,2.76562,1.362406,5723726,Stroke
3.590915,2.991859,1.364875,6.430869,3.169498,1.343228,5.055794,1.802474,1.69497,5.115124,4.314061,1.72078,3.554378,3.060763,1.358652,6.453599,3.087531,1.307473,5723757,Stroke
3.608993,3.392153,1.360029,6.344734,3.638408,1.329281,5.056767,1.815711,1.696297,5.113506,4.326531,1.721956,3.594603,3.383259,1.332433,6.374331,3.585794,1.284546,5723788,Stroke
3.639585,3.687484,1.370839,6.287048,3.878026,1.336564,5.059703,1.825418,1.697716,5.111725,4.337628,1.723089,3.696152,3.507403,1.294707,6.295969,3.709423,1.287953,5723820,Stroke
3.667783,3.810077,1.379968,6.255586,3.977435,1.344177,5.062628,1.83209,1.698774,5.108262,4.34596,1.723956,3.702634,3.822192,1.419304,6.238112,3.936005,1.294906,5723851,Stroke
3.738594,3.964006,1.41851,6.23882,4.070168,1.366706,5.065107,1.834432,1.699285,5.103699,4.349643,1.72429,3.671273,4.047871,1.436726,6.231594,4.469188,1.36179,5723882,Stroke
3.836479,3.971629,1.501791,6.315697,4.080418,1.451573,5.070198,1.829952,1.69946,5.096745,4.341658,1.724945,3.811505,3.966212,1.453831,6.304648,4.086883,1.465848,5723944,Stroke
3.838931,3.853867,1.539478,6.389234,3.973631,1.502594,5.072834,1.814696,1.698846,5.096066,4.320754,1.72543,3.93578,3.758524,1.483589,6.483807,4.031158,1.488922,5723976,Stroke
3.807801,3.624524,1.572856,6.434914,3.809915,1.538938,5.075677,1.794781,1.698093,5.101099,4.310491,1.725106,4.16184,3.455766,1.503406,6.526884,3.853395,1.515213,5724007,Stroke
3.748502,3.328199,1.596993,6.473108,3.590811,1.572517,5.076581,1.777456,1.697502,5.106696,4.295463,1.724573,4.177182,3.200706,1.525019,6.574951,3.587742,1.557123,5724038,Stroke
3.949102,2.915282,1.552169,6.469308,3.301195,1.598548,5.078228,1.766278,1.697859,5.106924,4.285696,1.724406,3.839246,3.129896,1.601766,6.537656,3.253708,1.582774,5724069,Stroke
4.010736,2.635856,1.587068,6.491436,3.063249,1.627037,5.081721,1.754902,1.699064,5.106759,4.268192,1.725302,3.851154,2.894093,1.620195,6.582337,3.092161,1.615692,5724116,Stroke
3.905492,2.534973,1.598031,6.504941,2.858401,1.639556,5.088253,1.74713,1.701862,5.103055,4.235415,1.727968,3.759231,2.814912,1.626168,6.55809,2.947738,1.646068,5724147,Stroke
4.159974,2.091184,1.641773,6.513971,2.731603,1.642248,5.094894,1.739717,1.706025,5.100753,4.222967,1.729715,3.92959,2.45335,1.651824,6.488593,2.735437,1.641705,5724194,Stroke
